Title,Link,Topic
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,Radiation
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,Other
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,Plants
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,Human Health
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,Human Health
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,Microgravity
Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,Microgravity
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,Human Health
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,Microgravity
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,Other
Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,Human Health
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,Microgravity
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,Cell Biology
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,Other
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,Other
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,Human Health
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,Microgravity
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,Human Health
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,Cell Biology
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,Microgravity
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,Microgravity
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,Radiation
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,Microgravity
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,Microgravity
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,Cell Biology
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,Other
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,Other
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,Cell Biology
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,Human Health
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,Development
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,Plants
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,Other
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,Human Health
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,Microgravity
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,Plants
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,Plants
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,Plants
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,Other
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,Cell Biology
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,Metabolism
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,Plants
Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,Cell Biology
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,Plants
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,Other
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,Plants
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,Plants
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,Microgravity
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,Cell Biology
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,Cell Biology
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,Cell Biology
To Infinity and Beyond! Human spaceflight and life science.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,Microgravity
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,Cell Biology
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,Cell Biology
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,Other
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,Other
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,Microgravity
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,Microgravity
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,Cell Biology
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,Other
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,Other
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,Other
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,Other
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,Human Health
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,Cell Biology
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,Human Health
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,Human Health
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,Cell Biology
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,Human Health
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,Human Health
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,Human Health
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,Microgravity
Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,Other
Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,Other
Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,Other
A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Microgravity
Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,Plants
Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Plants
Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,Plants
A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Plants
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,Plants
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,Plants
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,Plants
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,Plants
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,Plants
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,Plants
EUK-134 ameliorates nNOSµ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,Human Health
MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,Cell Biology
Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,Human Health
Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,Other
"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,Human Health
Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,Human Health
Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,Other
CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,Microgravity
Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,Plants
Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,Cell Biology
Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,Plants
New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,Plants
Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,Radiation
Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,Other
Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,Plants
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,Plants
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,Microgravity
"Effects of low-dose rate γ-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,Radiation
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,Human Health
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,Radiation
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,Microgravity
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,Other
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,Microgravity
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,Radiation
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,Microgravity
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,Microgravity
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,Other
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,Cell Biology
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,Radiation
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,Human Health
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Other
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,Other
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,Microgravity
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,Microgravity
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,Human Health
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,Cell Biology
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,Human Health
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,Human Health
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,Other
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,Microgravity
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,Other
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Microgravity
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,Microgravity
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Microgravity
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,Human Health
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Microgravity
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,Plants
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,Other
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,Plants
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,Other
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,Plants
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,Plants
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,Plants
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,Other
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,Other
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,Other
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,Microgravity
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,Cell Biology
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,Microgravity
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,Microgravity
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,Radiation
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,Microgravity
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,Plants
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,Human Health
Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,Human Health
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,Human Health
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,Human Health
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,Cell Biology
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,Other
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,Other
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,Plants
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,Cell Biology
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,Microgravity
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,Plants
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,Other
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,Cell Biology
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,Radiation
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,Microgravity
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,Other
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,Plants
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,Microgravity
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,Microgravity
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,Other
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,Cell Biology
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,Cell Biology
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,Cell Biology
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,Cell Biology
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,Cell Biology
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,Microgravity
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,Other
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,Human Health
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,Microgravity
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,Other
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,Human Health
